item_id,title,artist_name,track_name,category,tags,description
10598,item_10598,,item_10598,,49 2 34 173 103 55 23,item 10598 features: 49 2 34 173 103 55 23
10599,item_10599,,item_10599,,65 2 57 197 54 37 31,item 10599 features: 65 2 57 197 54 37 31
10600,item_10600,,item_10600,,49 2 5 110 31,item 10600 features: 49 2 5 110 31
10601,item_10601,,item_10601,,2 51 39 4 308 28 31 5,item 10601 features: 2 51 39 4 308 28 31 5
10602,item_10602,,item_10602,,450 4 76 44,item 10602 features: 450 4 76 44
10603,item_10603,,item_10603,,227,item 10603 features: 227
10604,item_10604,,item_10604,,37 185 21 404 782 2 208 243 250 6 31 332 32,item 10604 features: 37 185 21 404 782 2 208 243 250 6 31 332 32
10605,item_10605,,item_10605,,24 22 4 16 31 533 408,item 10605 features: 24 22 4 16 31 533 408
10606,item_10606,,item_10606,,4 20 335 478,item 10606 features: 4 20 335 478
10607,item_10607,,item_10607,,15 516 2 51 517 5 55,item 10607 features: 15 516 2 51 517 5 55
10608,item_10608,,item_10608,,702,item 10608 features: 702
10609,item_10609,,item_10609,,31,item 10609 features: 31
10610,item_10610,,item_10610,,77 2 5 577 31,item 10610 features: 77 2 5 577 31
10611,item_10611,,item_10611,,15 51 4 34 31,item 10611 features: 15 51 4 34 31
10612,item_10612,,item_10612,,406 636 165 122 473,item 10612 features: 406 636 165 122 473
10613,item_10613,,item_10613,,49 2 51 34 173 44 103 23,item 10613 features: 49 2 51 34 173 44 103 23
10614,item_10614,,item_10614,,437 150 44 120,item 10614 features: 437 150 44 120
10615,item_10615,,item_10615,,195 263 122 556 54 31 156,item 10615 features: 195 263 122 556 54 31 156
10616,item_10616,,item_10616,,305,item 10616 features: 305
10617,item_10617,,item_10617,,31 23,item 10617 features: 31 23
10618,item_10618,,item_10618,,51 4 20 67 55 262,item 10618 features: 51 4 20 67 55 262
10619,item_10619,,item_10619,,32 64 97 166 30 124,item 10619 features: 32 64 97 166 30 124
10620,item_10620,,item_10620,,125 174 102 52 33 2 4 5 14 31 135 8,item 10620 features: 125 174 102 52 33 2 4 5 14 31 135 8
10621,item_10621,,item_10621,,2 4 5 31,item 10621 features: 2 4 5 31
10622,item_10622,,item_10622,,5 31,item 10622 features: 5 31
10623,item_10623,,item_10623,,25,item 10623 features: 25
10624,item_10624,,item_10624,,58 15 49 2 5 44,item 10624 features: 58 15 49 2 5 44
10625,item_10625,,item_10625,,21 44,item 10625 features: 21 44
10626,item_10626,,item_10626,,10 34 4 31,item 10626 features: 10 34 4 31
10627,item_10627,,item_10627,,323,item 10627 features: 323
10628,item_10628,,item_10628,,186 2 34 56 31,item 10628 features: 186 2 34 56 31
10629,item_10629,,item_10629,,21 31,item 10629 features: 21 31
10630,item_10630,,item_10630,,34,item 10630 features: 34
10631,item_10631,,item_10631,,64 44,item 10631 features: 64 44
10632,item_10632,,item_10632,,21 668 2 44,item 10632 features: 21 668 2 44
10633,item_10633,,item_10633,,51 34 31 10,item 10633 features: 51 34 31 10
10634,item_10634,,item_10634,,31,item 10634 features: 31
10635,item_10635,,item_10635,,502 34 28 55 10 2 4 173 103 5 23 51 986 49 16,item 10635 features: 502 34 28 55 10 2 4 173 103 5 23 51 986 49 16
10636,item_10636,,item_10636,,69 32 303 4,item 10636 features: 69 32 303 4
10637,item_10637,,item_10637,,3,item 10637 features: 3
10638,item_10638,,item_10638,,826 554 2 55 183,item 10638 features: 826 554 2 55 183
10639,item_10639,,item_10639,,4 20 224,item 10639 features: 4 20 224
10640,item_10640,,item_10640,,44 55 5 51 463 588,item 10640 features: 44 55 5 51 463 588
10641,item_10641,,item_10641,,448 51 31,item 10641 features: 448 51 31
10642,item_10642,,item_10642,,2 103 31 23,item 10642 features: 2 103 31 23
10643,item_10643,,item_10643,,52 4 20 118,item 10643 features: 52 4 20 118
10644,item_10644,,item_10644,,49 2 34 31,item 10644 features: 49 2 34 31
10645,item_10645,,item_10645,,55,item 10645 features: 55
10646,item_10646,,item_10646,,51 44,item 10646 features: 51 44
10647,item_10647,,item_10647,,2 31 4 76 5 715 120 669,item 10647 features: 2 31 4 76 5 715 120 669
10648,item_10648,,item_10648,,15 2 51 4 5 130 376 31 26,item 10648 features: 15 2 51 4 5 130 376 31 26
10649,item_10649,,item_10649,,34 10,item 10649 features: 34 10
10650,item_10650,,item_10650,,32 64 424 97 62 185 243 30 860,item 10650 features: 32 64 424 97 62 185 243 30 860
10651,item_10651,,item_10651,,2 4 55 31,item 10651 features: 2 4 55 31
10652,item_10652,,item_10652,,217 2 670 206 55 370,item 10652 features: 217 2 670 206 55 370
10653,item_10653,,item_10653,,77 2 498 5 598 31,item 10653 features: 77 2 498 5 598 31
10654,item_10654,,item_10654,,103 55 23,item 10654 features: 103 55 23
10655,item_10655,,item_10655,,15 51 34 44 31,item 10655 features: 15 51 34 44 31
10656,item_10656,,item_10656,,64 2 55,item 10656 features: 64 2 55
10657,item_10657,,item_10657,,718 2 50 85 31,item 10657 features: 718 2 50 85 31
10658,item_10658,,item_10658,,2 4 14 84 137,item 10658 features: 2 4 14 84 137
10659,item_10659,,item_10659,,672 22 4,item 10659 features: 672 22 4
10660,item_10660,,item_10660,,646 37 185 198 21 424 62 31 740 32 192 0,item 10660 features: 646 37 185 198 21 424 62 31 740 32 192 0
10661,item_10661,,item_10661,,37 216 472,item 10661 features: 37 216 472
10662,item_10662,,item_10662,,2 50 39 31 5,item 10662 features: 2 50 39 31 5
10663,item_10663,,item_10663,,2 76 769 55,item 10663 features: 2 76 769 55
10664,item_10664,,item_10664,,4 92 20 607,item 10664 features: 4 92 20 607
10665,item_10665,,item_10665,,2 37,item 10665 features: 2 37
10666,item_10666,,item_10666,,4 28,item 10666 features: 4 28
10667,item_10667,,item_10667,,51 55,item 10667 features: 51 55
10668,item_10668,,item_10668,,4 20 459,item 10668 features: 4 20 459
10669,item_10669,,item_10669,,46 34 55,item 10669 features: 46 34 55
10670,item_10670,,item_10670,,32 4,item 10670 features: 32 4
10671,item_10671,,item_10671,,91 22 6 4 62 5 176 31 0 120,item 10671 features: 91 22 6 4 62 5 176 31 0 120
10672,item_10672,,item_10672,,261 452 49 2 712 55,item 10672 features: 261 452 49 2 712 55
10673,item_10673,,item_10673,,733 821 2 4 16 5 55 944,item 10673 features: 733 821 2 4 16 5 55 944
10674,item_10674,,item_10674,,15 51 2 67 5 841 44 55,item 10674 features: 15 51 2 67 5 841 44 55
10675,item_10675,,item_10675,,15 53 51 2 271 28 55 120,item 10675 features: 15 53 51 2 271 28 55 120
10676,item_10676,,item_10676,,2 16 31 206,item 10676 features: 2 16 31 206
10677,item_10677,,item_10677,,96 50 25 76,item 10677 features: 96 50 25 76
10678,item_10678,,item_10678,,51 2 28 44 5 31,item 10678 features: 51 2 28 44 5 31
10679,item_10679,,item_10679,,875,item 10679 features: 875
10680,item_10680,,item_10680,,15 51 34 31,item 10680 features: 15 51 34 31
10681,item_10681,,item_10681,,267 103 55,item 10681 features: 267 103 55
10682,item_10682,,item_10682,,46,item 10682 features: 46
10683,item_10683,,item_10683,,69 22 2 4 20 765 5 31 102,item 10683 features: 69 22 2 4 20 765 5 31 102
10684,item_10684,,item_10684,,2 50 34 76 5 31,item 10684 features: 2 50 34 76 5 31
10685,item_10685,,item_10685,,55,item 10685 features: 55
10686,item_10686,,item_10686,,51 31 420,item 10686 features: 51 31 420
10687,item_10687,,item_10687,,15 49 2 5 16 55,item 10687 features: 15 49 2 5 16 55
10688,item_10688,,item_10688,,261 134 15 2 51 562 4 712 44 5 55,item 10688 features: 261 134 15 2 51 562 4 712 44 5 55
10689,item_10689,,item_10689,,15 2 51 5 16 44 55,item 10689 features: 15 2 51 5 16 44 55
10690,item_10690,,item_10690,,58 15 2 51 4 34 841 5 31 120,item 10690 features: 58 15 2 51 4 34 841 5 31 120
10691,item_10691,,item_10691,,64 648 124,item 10691 features: 64 648 124
10692,item_10692,,item_10692,,49 2 51 55 377 31,item 10692 features: 49 2 51 55 377 31
10693,item_10693,,item_10693,,52 2 4 16 5 31,item 10693 features: 52 2 4 16 5 31
10694,item_10694,,item_10694,,2 31,item 10694 features: 2 31
10695,item_10695,,item_10695,,248,item 10695 features: 248
10696,item_10696,,item_10696,,391,item 10696 features: 391
10697,item_10697,,item_10697,,5,item 10697 features: 5
10698,item_10698,,item_10698,,15 2 5,item 10698 features: 15 2 5
10699,item_10699,,item_10699,,32 637 97 643,item 10699 features: 32 637 97 643
10700,item_10700,,item_10700,,51 55,item 10700 features: 51 55
10701,item_10701,,item_10701,,51 55,item 10701 features: 51 55
10702,item_10702,,item_10702,,4 20 283 248,item 10702 features: 4 20 283 248
10703,item_10703,,item_10703,,2 5 91,item 10703 features: 2 5 91
10704,item_10704,,item_10704,,365 767 354 135 776 666 4,item 10704 features: 365 767 354 135 776 666 4
10705,item_10705,,item_10705,,55,item 10705 features: 55
10706,item_10706,,item_10706,,146 51 2 39 44 294 5 28 55,item 10706 features: 146 51 2 39 44 294 5 28 55
10707,item_10707,,item_10707,,178 4 715,item 10707 features: 178 4 715
10708,item_10708,,item_10708,,10 153 34,item 10708 features: 10 153 34
10709,item_10709,,item_10709,,58 1 217 39 28 55 15 2 4 327 5 51 31,item 10709 features: 58 1 217 39 28 55 15 2 4 327 5 51 31
10710,item_10710,,item_10710,,51 55,item 10710 features: 51 55
10711,item_10711,,item_10711,,15 341 5,item 10711 features: 15 341 5
10712,item_10712,,item_10712,,161 44 103,item 10712 features: 161 44 103
10713,item_10713,,item_10713,,21 2,item 10713 features: 21 2
10714,item_10714,,item_10714,,58 125 225 34 25 10 53 2 22 4 173 103 446 5 31 401 49,item 10714 features: 58 125 225 34 25 10 53 2 22 4 173 103 446 5 31 401 49
10715,item_10715,,item_10715,,162,item 10715 features: 162
10716,item_10716,,item_10716,,50 34 4 31 10,item 10716 features: 50 34 4 31 10
10717,item_10717,,item_10717,,125 33 2 373 4 578 14 5 72 337 31 661,item 10717 features: 125 33 2 373 4 578 14 5 72 337 31 661
10718,item_10718,,item_10718,,34,item 10718 features: 34
10719,item_10719,,item_10719,,888 54,item 10719 features: 888 54
10720,item_10720,,item_10720,,25,item 10720 features: 25
10721,item_10721,,item_10721,,257 51 55,item 10721 features: 257 51 55
10722,item_10722,,item_10722,,2 44 31 850,item 10722 features: 2 44 31 850
10723,item_10723,,item_10723,,76,item 10723 features: 76
10724,item_10724,,item_10724,,155 4 20 92 14 796,item 10724 features: 155 4 20 92 14 796
10725,item_10725,,item_10725,,2 34 55 10,item 10725 features: 2 34 55 10
10726,item_10726,,item_10726,,51 55,item 10726 features: 51 55
10727,item_10727,,item_10727,,21 37 10,item 10727 features: 21 37 10
10728,item_10728,,item_10728,,21 2 44 10,item 10728 features: 21 2 44 10
10729,item_10729,,item_10729,,69 24 22 25 4 253 31,item 10729 features: 69 24 22 25 4 253 31
10730,item_10730,,item_10730,,4 20 638,item 10730 features: 4 20 638
10731,item_10731,,item_10731,,51 6 4 44 55 120,item 10731 features: 51 6 4 44 55 120
10732,item_10732,,item_10732,,452 49 400 2 377 31,item 10732 features: 452 49 400 2 377 31
10733,item_10733,,item_10733,,58 69 52 22 2 50 25 585 4 113 5 44 321,item 10733 features: 58 69 52 22 2 50 25 585 4 113 5 44 321
10734,item_10734,,item_10734,,254 2 76 4 20 16 44 5,item 10734 features: 254 2 76 4 20 16 44 5
10735,item_10735,,item_10735,,69 767 22 57 234 4 85 44 882,item 10735 features: 69 767 22 57 234 4 85 44 882
10736,item_10736,,item_10736,,24 34 4 31,item 10736 features: 24 34 4 31
10737,item_10737,,item_10737,,15 51 2 5 44 31 806,item 10737 features: 15 51 2 5 44 31 806
10738,item_10738,,item_10738,,58 34 28 10 53 2 4 5 120 51 67 31 161 206,item 10738 features: 58 34 28 10 53 2 4 5 120 51 67 31 161 206
10739,item_10739,,item_10739,,15 49 2 5 136 55,item 10739 features: 15 49 2 5 136 55
10740,item_10740,,item_10740,,251,item 10740 features: 251
10741,item_10741,,item_10741,,4,item 10741 features: 4
10742,item_10742,,item_10742,,21 2 31,item 10742 features: 21 2 31
10743,item_10743,,item_10743,,616 180 87 32 64 49 2 34 536 55 124,item 10743 features: 616 180 87 32 64 49 2 34 536 55 124
10744,item_10744,,item_10744,,2 880 20 55 846,item 10744 features: 2 880 20 55 846
10745,item_10745,,item_10745,,89 675 406 390 73 435 122,item 10745 features: 89 675 406 390 73 435 122
10746,item_10746,,item_10746,,125 46 65 52 33 2 313 4 5 14 374 31 16,item 10746 features: 125 46 65 52 33 2 313 4 5 14 374 31 16
10747,item_10747,,item_10747,,52 49 2 525 113 799 84 31,item 10747 features: 52 49 2 525 113 799 84 31
10748,item_10748,,item_10748,,2 51 34 5 28 31,item 10748 features: 2 51 34 5 28 31
10749,item_10749,,item_10749,,420,item 10749 features: 420
10750,item_10750,,item_10750,,4 92 20 503,item 10750 features: 4 92 20 503
10751,item_10751,,item_10751,,186,item 10751 features: 186
10752,item_10752,,item_10752,,451 53 2 31,item 10752 features: 451 53 2 31
10753,item_10753,,item_10753,,139,item 10753 features: 139
10754,item_10754,,item_10754,,186 53 2 20 28 55,item 10754 features: 186 53 2 20 28 55
10755,item_10755,,item_10755,,304 312 64 17 52 57 14 166 425 124,item 10755 features: 304 312 64 17 52 57 14 166 425 124
10756,item_10756,,item_10756,,253 16 31,item 10756 features: 253 16 31
10757,item_10757,,item_10757,,49 2 51 55,item 10757 features: 49 2 51 55
10758,item_10758,,item_10758,,2 31 124,item 10758 features: 2 31 124
10759,item_10759,,item_10759,,329 228 400 389 844,item 10759 features: 329 228 400 389 844
10760,item_10760,,item_10760,,161 103 55 23,item 10760 features: 161 103 55 23
10761,item_10761,,item_10761,,784,item 10761 features: 784
10762,item_10762,,item_10762,,52 51 2 4 31 300 223 44 16 5 811,item 10762 features: 52 51 2 4 31 300 223 44 16 5 811
10763,item_10763,,item_10763,,58 15 2 51 5 55,item 10763 features: 58 15 2 51 5 55
10764,item_10764,,item_10764,,31,item 10764 features: 31
10765,item_10765,,item_10765,,186 719 31,item 10765 features: 186 719 31
10766,item_10766,,item_10766,,15 611 51 4 20 44,item 10766 features: 15 611 51 4 20 44
10767,item_10767,,item_10767,,686 4 20,item 10767 features: 686 4 20
10768,item_10768,,item_10768,,64 2 55,item 10768 features: 64 2 55
10769,item_10769,,item_10769,,95 2 34 4 31,item 10769 features: 95 2 34 4 31
10770,item_10770,,item_10770,,51 4 28 44,item 10770 features: 51 4 28 44
10771,item_10771,,item_10771,,51 2 294 5 28 31,item 10771 features: 51 2 294 5 28 31
10772,item_10772,,item_10772,,2 265 55,item 10772 features: 2 265 55
10773,item_10773,,item_10773,,51 55,item 10773 features: 51 55
10774,item_10774,,item_10774,,2 31,item 10774 features: 2 31
10775,item_10775,,item_10775,,186 2 55,item 10775 features: 186 2 55
10776,item_10776,,item_10776,,168,item 10776 features: 168
10777,item_10777,,item_10777,,235 2 4 25 14 5 31 123,item 10777 features: 235 2 4 25 14 5 31 123
10778,item_10778,,item_10778,,2 199 55,item 10778 features: 2 199 55
10779,item_10779,,item_10779,,2 34 313 55,item 10779 features: 2 34 313 55
10780,item_10780,,item_10780,,1 2 51 76 5 44 769 31 28,item 10780 features: 1 2 51 76 5 44 769 31 28
10781,item_10781,,item_10781,,601,item 10781 features: 601
10782,item_10782,,item_10782,,479 68 159 660 106 362 883 510 690 657 405 203 679 721 671 191 287 680 731 531 247 41 665 417 559 429 673 204 946 623 210 692 878 924 726,item 10782 features: 479 68 159 660 106 362 883 510 690 657 405 203 679 721 671 191 287 680 731 531 247 41 665 417 559 429 673 204 946 623 210 692 878 924 726
10783,item_10783,,item_10783,,51 34 110 31,item 10783 features: 51 34 110 31
10784,item_10784,,item_10784,,21 2 34 173 103 55 23,item 10784 features: 21 2 34 173 103 55 23
10785,item_10785,,item_10785,,324 550 500 2 334 5 55,item 10785 features: 324 550 500 2 334 5 55
10786,item_10786,,item_10786,,264 661,item 10786 features: 264 661
10787,item_10787,,item_10787,,44,item 10787 features: 44
10788,item_10788,,item_10788,,621,item 10788 features: 621
10789,item_10789,,item_10789,,839,item 10789 features: 839
10790,item_10790,,item_10790,,87 2 55,item 10790 features: 87 2 55
10791,item_10791,,item_10791,,51 55,item 10791 features: 51 55
10792,item_10792,,item_10792,,181,item 10792 features: 181
10793,item_10793,,item_10793,,77 158 2 5 31,item 10793 features: 77 158 2 5 31
10794,item_10794,,item_10794,,24 791 981 52 22 2 50 34 164 85 44 5,item 10794 features: 24 791 981 52 22 2 50 34 164 85 44 5
10795,item_10795,,item_10795,,21 2 55,item 10795 features: 21 2 55
10796,item_10796,,item_10796,,961,item 10796 features: 961
10797,item_10797,,item_10797,,55,item 10797 features: 55
10798,item_10798,,item_10798,,2 34 4 31,item 10798 features: 2 34 4 31
10799,item_10799,,item_10799,,51 4 14 20 547 31,item 10799 features: 51 4 14 20 547 31
10800,item_10800,,item_10800,,265 31,item 10800 features: 265 31
10801,item_10801,,item_10801,,69 22 2 4 5 16 31,item 10801 features: 69 22 2 4 5 16 31
10802,item_10802,,item_10802,,2 50 16 44 5,item 10802 features: 2 50 16 44 5
10803,item_10803,,item_10803,,69 125 1 33 22 2 4 14 393 5 55 701,item 10803 features: 69 125 1 33 22 2 4 14 393 5 55 701
10804,item_10804,,item_10804,,96 4,item 10804 features: 96 4
10805,item_10805,,item_10805,,681,item 10805 features: 681
10806,item_10806,,item_10806,,46 91 31,item 10806 features: 46 91 31
10807,item_10807,,item_10807,,161 44 103 23,item 10807 features: 161 44 103 23
10808,item_10808,,item_10808,,2 25 20 5 31,item 10808 features: 2 25 20 5 31
10809,item_10809,,item_10809,,69 52 22 234 4 85 374,item 10809 features: 69 52 22 234 4 85 374
10810,item_10810,,item_10810,,2 37 55,item 10810 features: 2 37 55
10811,item_10811,,item_10811,,46 91 53 2 34 55 10,item 10811 features: 46 91 53 2 34 55 10
10812,item_10812,,item_10812,,51 55,item 10812 features: 51 55
10813,item_10813,,item_10813,,2 34 31 10,item 10813 features: 2 34 31 10
10814,item_10814,,item_10814,,22 34 4 44,item 10814 features: 22 34 4 44
10815,item_10815,,item_10815,,21 44,item 10815 features: 21 44
10816,item_10816,,item_10816,,2 55,item 10816 features: 2 55
10817,item_10817,,item_10817,,4,item 10817 features: 4
10818,item_10818,,item_10818,,168 125 276 33 51 2 4 14 16 5 31,item 10818 features: 168 125 276 33 51 2 4 14 16 5 31
10819,item_10819,,item_10819,,44,item 10819 features: 44
10820,item_10820,,item_10820,,10 2 34 4 31,item 10820 features: 10 2 34 4 31
10821,item_10821,,item_10821,,58 10 394 49 34 2 173 349 103 55 23,item 10821 features: 58 10 394 49 34 2 173 349 103 55 23
10822,item_10822,,item_10822,,51 44,item 10822 features: 51 44
10823,item_10823,,item_10823,,69 528 22 2 50 4 39 37 917 31 5,item 10823 features: 69 528 22 2 50 4 39 37 917 31 5
10824,item_10824,,item_10824,,161 49 2 34 110 103 55 23,item 10824 features: 161 49 2 34 110 103 55 23
10825,item_10825,,item_10825,,186 31,item 10825 features: 186 31
10826,item_10826,,item_10826,,49 2 55,item 10826 features: 49 2 55
10827,item_10827,,item_10827,,10 15 51 2 55 31 5,item 10827 features: 10 15 51 2 55 31 5
10828,item_10828,,item_10828,,22 2 55 113 545 31,item 10828 features: 22 2 55 113 545 31
10829,item_10829,,item_10829,,58 349 7,item 10829 features: 58 349 7
10830,item_10830,,item_10830,,32 225 6 661,item 10830 features: 32 225 6 661
10831,item_10831,,item_10831,,46 1 55 10 69 22 2 4 5 382 896 880 51 31 16,item 10831 features: 46 1 55 10 69 22 2 4 5 382 896 880 51 31 16
10832,item_10832,,item_10832,,49 51 2 34 173 44 103 31 23,item 10832 features: 49 51 2 34 173 44 103 31 23
10833,item_10833,,item_10833,,653,item 10833 features: 653
10834,item_10834,,item_10834,,614 4 20,item 10834 features: 614 4 20
10835,item_10835,,item_10835,,2 51 34 44 226 5 28,item 10835 features: 2 51 34 44 226 5 28
10836,item_10836,,item_10836,,122 116 44 124,item 10836 features: 122 116 44 124
10837,item_10837,,item_10837,,51 34 31,item 10837 features: 51 34 31
10838,item_10838,,item_10838,,53 2 361 55,item 10838 features: 53 2 361 55
10839,item_10839,,item_10839,,31 10,item 10839 features: 31 10
10840,item_10840,,item_10840,,422 100 815,item 10840 features: 422 100 815
10841,item_10841,,item_10841,,607,item 10841 features: 607
10842,item_10842,,item_10842,,15 1 835 540 51 2 5 55,item 10842 features: 15 1 835 540 51 2 5 55
10843,item_10843,,item_10843,,2 25 16 44 5,item 10843 features: 2 25 16 44 5
10844,item_10844,,item_10844,,230 51 471 76 39 4 25 2 376 44 28 31 5 120,item 10844 features: 230 51 471 76 39 4 25 2 376 44 28 31 5 120
10845,item_10845,,item_10845,,120,item 10845 features: 120
10846,item_10846,,item_10846,,166 37 71,item 10846 features: 166 37 71
10847,item_10847,,item_10847,,58 125 34 25 37 10 2 4 5 31 32 253 8,item 10847 features: 58 125 34 25 37 10 2 4 5 31 32 253 8
10848,item_10848,,item_10848,,31,item 10848 features: 31
10849,item_10849,,item_10849,,750 332 782 2 37 629 55,item 10849 features: 750 332 782 2 37 629 55
10850,item_10850,,item_10850,,2 76 55,item 10850 features: 2 76 55
10851,item_10851,,item_10851,,161 406 55 156,item 10851 features: 161 406 55 156
10852,item_10852,,item_10852,,298,item 10852 features: 298
10853,item_10853,,item_10853,,51 872 110 31,item 10853 features: 51 872 110 31
10854,item_10854,,item_10854,,217 51 55,item 10854 features: 217 51 55
10855,item_10855,,item_10855,,219 552 16 31,item 10855 features: 219 552 16 31
10856,item_10856,,item_10856,,688 51 31 301 55,item 10856 features: 688 51 31 301 55
10857,item_10857,,item_10857,,4,item 10857 features: 4
10858,item_10858,,item_10858,,10 29 32 335 49 2 34 526 629 31,item 10858 features: 10 29 32 335 49 2 34 526 629 31
10859,item_10859,,item_10859,,10,item 10859 features: 10
10860,item_10860,,item_10860,,2 76,item 10860 features: 2 76
10861,item_10861,,item_10861,,103 31 23,item 10861 features: 103 31 23
10862,item_10862,,item_10862,,365 666 37 249 661,item 10862 features: 365 666 37 249 661
10863,item_10863,,item_10863,,51 44,item 10863 features: 51 44
10864,item_10864,,item_10864,,46 51 31 34 44 311,item 10864 features: 46 51 31 34 44 311
10865,item_10865,,item_10865,,382 47 2 13 25 393 16 5 31 742,item 10865 features: 382 47 2 13 25 393 16 5 31 742
10866,item_10866,,item_10866,,69 24 22 234 4 162 16 31,item 10866 features: 69 24 22 234 4 162 16 31
10867,item_10867,,item_10867,,25,item 10867 features: 25
10868,item_10868,,item_10868,,55,item 10868 features: 55
10869,item_10869,,item_10869,,264,item 10869 features: 264
10870,item_10870,,item_10870,,21 2 597 280 44,item 10870 features: 21 2 597 280 44
10871,item_10871,,item_10871,,58 15 51 2 5 31,item 10871 features: 58 15 51 2 5 31
10872,item_10872,,item_10872,,69 32 22 667 2 4 34 76 16 5 55 0,item 10872 features: 69 32 22 667 2 4 34 76 16 5 55 0
10873,item_10873,,item_10873,,49 2 99 44,item 10873 features: 49 2 99 44
10874,item_10874,,item_10874,,49 2 34 4 44,item 10874 features: 49 2 34 4 44
10875,item_10875,,item_10875,,448 51 55,item 10875 features: 448 51 55
10876,item_10876,,item_10876,,22 31,item 10876 features: 22 31
10877,item_10877,,item_10877,,968 29 201 122 473,item 10877 features: 968 29 201 122 473
10878,item_10878,,item_10878,,77 568 2 5 31 868,item 10878 features: 77 568 2 5 31 868
10879,item_10879,,item_10879,,2 28 31,item 10879 features: 2 28 31
10880,item_10880,,item_10880,,32 15 22 154 4 526 37 327 779,item 10880 features: 32 15 22 154 4 526 37 327 779
10881,item_10881,,item_10881,,4 25 5 31,item 10881 features: 4 25 5 31
10882,item_10882,,item_10882,,22 34 4 31,item 10882 features: 22 34 4 31
10883,item_10883,,item_10883,,826 554 2 676 31 183,item 10883 features: 826 554 2 676 31 183
10884,item_10884,,item_10884,,2 31,item 10884 features: 2 31
10885,item_10885,,item_10885,,452 49 2 55,item 10885 features: 452 49 2 55
10886,item_10886,,item_10886,,51 238 44,item 10886 features: 51 238 44
10887,item_10887,,item_10887,,51 31,item 10887 features: 51 31
10888,item_10888,,item_10888,,32 2 208 44,item 10888 features: 32 2 208 44
10889,item_10889,,item_10889,,55,item 10889 features: 55
10890,item_10890,,item_10890,,21 228 2 56 290 55,item 10890 features: 21 228 2 56 290 55
10891,item_10891,,item_10891,,2 28 31,item 10891 features: 2 28 31
10892,item_10892,,item_10892,,161 103 55 23,item 10892 features: 161 103 55 23
10893,item_10893,,item_10893,,22 2 5 44,item 10893 features: 22 2 5 44
10894,item_10894,,item_10894,,69 22 51 2 25 34 4 5 40 31 10 102,item 10894 features: 69 22 51 2 25 34 4 5 40 31 10 102
10895,item_10895,,item_10895,,49 2 51 34 5 28 173 31 103,item 10895 features: 49 2 51 34 5 28 173 31 103
10896,item_10896,,item_10896,,10 416 2 4 14 741 5 16,item 10896 features: 10 416 2 4 14 741 5 16
10897,item_10897,,item_10897,,34 55,item 10897 features: 34 55
10898,item_10898,,item_10898,,51 327 55,item 10898 features: 51 327 55
10899,item_10899,,item_10899,,69 52 458 57 2 25 4 76 37 5 55 102,item 10899 features: 69 52 458 57 2 25 4 76 37 5 55 102
10900,item_10900,,item_10900,,21 2 364 44,item 10900 features: 21 2 364 44
10901,item_10901,,item_10901,,2,item 10901 features: 2
10902,item_10902,,item_10902,,653 2 25 597 280,item 10902 features: 653 2 25 597 280
10903,item_10903,,item_10903,,69 22 4 120,item 10903 features: 69 22 4 120
10904,item_10904,,item_10904,,15 2 51 167 4 31 55,item 10904 features: 15 2 51 167 4 31 55
10905,item_10905,,item_10905,,125 33 4 527 31 0,item 10905 features: 125 33 4 527 31 0
10906,item_10906,,item_10906,,25,item 10906 features: 25
10907,item_10907,,item_10907,,78,item 10907 features: 78
10908,item_10908,,item_10908,,55,item 10908 features: 55
10909,item_10909,,item_10909,,21 64 31,item 10909 features: 21 64 31
10910,item_10910,,item_10910,,31 212,item 10910 features: 31 212
10911,item_10911,,item_10911,,2 4 5 31,item 10911 features: 2 4 5 31
10912,item_10912,,item_10912,,532,item 10912 features: 532
10913,item_10913,,item_10913,,565,item 10913 features: 565
10914,item_10914,,item_10914,,4,item 10914 features: 4
10915,item_10915,,item_10915,,21 34 44,item 10915 features: 21 34 44
10916,item_10916,,item_10916,,4 14,item 10916 features: 4 14
10917,item_10917,,item_10917,,179 341 103 55,item 10917 features: 179 341 103 55
10918,item_10918,,item_10918,,166 960,item 10918 features: 166 960
10919,item_10919,,item_10919,,58 32 487 526 97 37,item 10919 features: 58 32 487 526 97 37
10920,item_10920,,item_10920,,281 2 963 31 10,item 10920 features: 281 2 963 31 10
10921,item_10921,,item_10921,,15 51 4 55,item 10921 features: 15 51 4 55
10922,item_10922,,item_10922,,21 49 2 34 173 103 31 10,item 10922 features: 21 49 2 34 173 103 31 10
10923,item_10923,,item_10923,,22 2 50 25 34 4 234 85 103 55 10,item 10923 features: 22 2 50 25 34 4 234 85 103 55 10
10924,item_10924,,item_10924,,21 208 44,item 10924 features: 21 208 44
10925,item_10925,,item_10925,,2 55,item 10925 features: 2 55
10926,item_10926,,item_10926,,877 4 20,item 10926 features: 877 4 20
10927,item_10927,,item_10927,,31,item 10927 features: 31
10928,item_10928,,item_10928,,58 24 1 22 51 4 31,item 10928 features: 58 24 1 22 51 4 31
10929,item_10929,,item_10929,,513,item 10929 features: 513
10930,item_10930,,item_10930,,4 20 5 44,item 10930 features: 4 20 5 44
10931,item_10931,,item_10931,,13 39 25 343 5,item 10931 features: 13 39 25 343 5
10932,item_10932,,item_10932,,22 34 234 4 31,item 10932 features: 22 34 234 4 31
10933,item_10933,,item_10933,,2,item 10933 features: 2
